History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,CL - Colgate-Palmolive,1.1,Add 0.38%,7918979,$79.02,"$625,757,000",,$95.65,21.05%,$74.09,$98.13,First Eagle Investment Management,1
≡,CHTR - Charter Communications,1.09,Add 119.58%,2969507,$208.75,"$619,885,000",,$237.01,13.54%,$180.38,$437.06,First Eagle Investment Management,1
≡,AXP - American Express,1.07,Reduce 4.82%,1639846,$369.95,"$606,661,000",,$344.53,-6.87%,$218.83,$386.63,First Eagle Investment Management,1
≡,IFF - International Flavors & Fragrances Inc.,1.05,Add 27.50%,8831668,$67.39,"$595,166,000",,$82.74,22.78%,$58.78,$84.47,First Eagle Investment Management,1
≡,NOV - Nov Inc.,1.04,Reduce 0.03%,37597874,$15.63,"$587,655,000",,$19.07,22.01%,$10.48,$19.60,First Eagle Investment Management,1
≡,DG - Dollar General,1.03,Reduce 26.08%,4417971,$132.77,"$586,574,000",,$149.68,12.74%,$68.50,$155.00,First Eagle Investment Management,1
≡,EQR - Equity Residential,1.03,Add 0.48%,9242013,$63.04,"$582,616,000",,$63.48,0.70%,$57.55,$72.77,First Eagle Investment Management,1
≡,ADI - Analog Devices,0.97,Reduce 0.24%,2025829,$271.20,"$549,405,000",,$337.51,24.45%,$156.76,$343.96,First Eagle Investment Management,1
≡,GOOGL - Alphabet Inc.,0.95,Reduce 47.14%,1727965,$313.00,"$540,853,000",,$302.02,-3.51%,$140.14,$349.00,First Eagle Investment Management,1
≡,OMC - Omnicom Group,0.9,Add 0.53%,6352034,$80.75,"$512,926,000",,$67.98,-15.81%,$66.33,$86.04,First Eagle Investment Management,1
≡,USB - U.S. Bancorp,0.83,Add 0.51%,8818344,$53.36,"$470,547,000",,$58.17,9.01%,$34.10,$61.19,First Eagle Investment Management,1
≡,BRK.A - Berkshire Hathaway CL A,0.74,Reduce 2.81%,553,$754799.28,"$417,404,000",,$754910.00,0.01%,$685150.00,$812855.00,First Eagle Investment Management,1
≡,DIS - Walt Disney Co.,0.69,Add 0.49%,3443391,$113.77,"$391,754,000",,$105.44,-7.32%,$79.22,$123.85,First Eagle Investment Management,1
≡,CMI - Cummins Inc.,0.68,Reduce 46.97%,754938,$510.45,"$385,358,000",,$595.66,16.69%,$256.13,$617.98,First Eagle Investment Management,1
≡,NE - Noble Corp.,0.61,Add 0.24%,12195825,$28.24,"$344,410,000",,$43.47,53.93%,$16.53,$46.31,First Eagle Investment Management,1
≡,EXR - Extra Space Storage Inc.,0.59,Add 61.80%,2552053,$130.22,"$332,328,000",,$147.84,13.53%,$116.98,$155.55,First Eagle Investment Management,1
≡,FNF - Fidelity National Financial Inc.,0.59,Add 0.91%,6102523,$54.59,"$333,137,000",,$57.46,5.26%,$47.94,$62.63,First Eagle Investment Management,1
≡,IPGP - IPG Photonics Corp.,0.57,Add 0.28%,4487103,$71.60,"$321,277,000",,$134.86,88.35%,$48.59,$155.82,First Eagle Investment Management,1
≡,MSFT - Microsoft Corp.,0.48,Add 2.15%,557601,$483.62,"$269,667,000",,$396.86,-17.94%,$342.95,$553.50,First Eagle Investment Management,1
≡,ROST - Ross Stores Inc.,0.47,Add 2.39%,1464567,$180.14,"$263,827,000",,$198.21,10.03%,$121.41,$198.98,First Eagle Investment Management,1
≡,KGC - Kinross Gold Corp.,0.46,Reduce 8.77%,9228855,$28.16,"$259,885,000",,$33.56,19.18%,$10.24,$39.11,First Eagle Investment Management,1
≡,MICC - Magnum Ice Cream Co NV,0.46,Buy,16313055,$15.97,"$260,541,000",,$15.91,-0.38%,$14.45,$19.93,First Eagle Investment Management,1
≡,DE - Deere & Co.,0.43,Add 2.03%,522213,$465.57,"$243,127,000",,$600.84,29.05%,$400.36,$626.25,First Eagle Investment Management,1
≡,AGI - Alamos Gold Inc.,0.42,Reduce 1.20%,6173289,$38.62,"$238,382,000",,$43.31,12.14%,$21.96,$46.66,First Eagle Investment Management,1
≡,BXP - BXP Inc.,0.41,Reduce 3.44%,3410909,$67.48,"$230,168,000",,$60.66,-10.11%,$52.41,$77.80,First Eagle Investment Management,1
≡,CCU - Compania Cervecerias Unidas SA,0.36,Add 0.11%,15915910,$12.76,"$203,087,000",,$14.29,11.99%,$11.19,$15.53,First Eagle Investment Management,1
≡,CSL - Carlisle Companies,0.36,Add 20.38%,646162,$319.86,"$206,682,000",,$408.06,27.57%,$292.64,$431.97,First Eagle Investment Management,1
≡,RGLD - Royal Gold Inc.,0.36,Reduce 58.80%,926123,$222.29,"$205,868,000",,$279.07,25.54%,$141.58,$306.25,First Eagle Investment Management,1
≡,PAAS - Pan American Silver Corp.,0.32,Reduce 24.06%,3488959,$51.85,"$180,889,000",,$56.09,8.18%,$20.31,$69.99,First Eagle Investment Management,1
≡,XRAY - DENTSPLY SIRONA Inc.,0.29,Add 3.23%,14640555,$11.43,"$167,342,000",,$12.44,8.84%,$9.71,$18.37,First Eagle Investment Management,1
≡,GFI - Gold Fields Ltd.,0.27,Reduce 1.36%,3538081,$43.66,"$154,473,000",,$51.47,17.89%,$17.13,$61.64,First Eagle Investment Management,1
≡,FERG - Ferguson Enterprises Inc.,0.25,Add 5.04%,629445,$222.63,"$140,133,000",,$259.67,16.64%,$144.32,$271.64,First Eagle Investment Management,1
≡,DEI - Douglas Emmett Inc.,0.24,Reduce 3.45%,12557124,$10.99,"$138,003,000",,$9.97,-9.28%,$9.53,$16.55,First Eagle Investment Management,1
≡,AU - AngloGold Ashanti Ltd.,0.22,Reduce 27.47%,1491498,$85.28,"$127,195,000",,$106.17,24.50%,$27.08,$115.81,First Eagle Investment Management,1
≡,NG - NovaGold Resources,0.15,Reduce 22.31%,9177188,$9.32,"$85,531,000",,$10.30,10.52%,$2.26,$12.09,First Eagle Investment Management,1
≡,BTI - British American Tobacco plc,0.14,Add 9.61%,1407980,$56.62,"$79,720,000",,$58.91,4.04%,$35.00,$63.03,First Eagle Investment Management,1
≡,BIL - SPDR Bloomberg 1 3 Month T B,0.11,Add 77.75%,712283,$91.38,"$65,088,000",,$91.52,0.15%,$87.94,$91.52,First Eagle Investment Management,1
≡,EPD - Enterprise Products Partners LP,0.11,Add 3.57%,1915695,$32.06,"$61,417,000",,$36.75,14.63%,$25.93,$37.31,First Eagle Investment Management,1
≡,ORLA - Orla Mining Ltd,0.11,Reduce 29.02%,4769471,$13.45,"$64,148,000",,$16.97,26.17%,$6.62,$20.05,First Eagle Investment Management,1
≡,SHEL - Shell plc,0.11,Add 30.71%,873572,$73.48,"$64,190,000",,$77.94,6.07%,$56.81,$80.26,First Eagle Investment Management,1
≡,BTG - B2Gold Corp.,0.08,Reduce 24.57%,9708102,$4.50,"$43,712,000",,$5.25,16.67%,$2.49,$5.91,First Eagle Investment Management,1
≡,UL - Unilever PLC,0.08,Reduce 3.44%,677384,$65.40,"$44,301,000",,$73.96,13.09%,$59.07,$74.98,First Eagle Investment Management,1
≡,LYG - Lloyds TSB Grp Plc ADR,0.07,Add 10.16%,6971101,$5.30,"$36,947,000",,$5.70,7.55%,$2.99,$6.34,First Eagle Investment Management,1
≡,HLN - Haleon Plc ADR,0.06,Add 9.11%,3335583,$10.11,"$33,723,000",,$11.23,11.08%,$8.71,$11.35,First Eagle Investment Management,1
≡,KOF - Coca-Cola FEMSA S A CV,0.06,,371596,$94.71,"$35,194,000",,$112.75,19.05%,$78.46,$116.36,First Eagle Investment Management,1
≡,BRK.B - Berkshire Hathaway CL B,0.05,Add 238.84%,51877,$502.65,"$26,076,000",,$503.41,0.15%,$455.19,$542.07,First Eagle Investment Management,1
≡,CAE - CAE Inc.,0.05,Reduce 0.24%,935036,$30.41,"$28,436,000",,$30.34,-0.23%,$20.36,$34.24,First Eagle Investment Management,1
≡,AEIS - Advanced Energy Industries,0.04,Reduce 15.24%,98473,$209.37,"$20,617,000",,$314.12,50.03%,$74.86,$325.69,First Eagle Investment Management,1
≡,BKD - Brookdale Senior Living Inc.,0.04,Add 0.10%,1955530,$10.79,"$21,100,000",,$16.64,54.22%,$4.97,$17.09,First Eagle Investment Management,1
≡,CDE - Coeur Mining Inc.,0.04,Reduce 25.59%,1231606,$17.83,"$21,959,000",,$21.81,22.32%,$4.58,$27.77,First Eagle Investment Management,1
≡,CECO - CECO Environmental Corp.,0.04,Reduce 15.52%,366867,$59.85,"$21,957,000",,$78.93,31.88%,$17.57,$79.96,First Eagle Investment Management,1
≡,HL - Hecla Mining Co.,0.04,Reduce 28.79%,1246713,$19.19,"$23,924,000",,$21.24,10.68%,$4.45,$34.17,First Eagle Investment Management,1
≡,TEL - TE Connectivity plc,0.04,Reduce 6.37%,111336,$227.51,"$25,330,000",,$235.90,3.69%,$115.00,$249.84,First Eagle Investment Management,1
≡,ABCB - Ameris Bancorp,0.03,Add 3.59%,203614,$74.27,"$15,122,000",,$83.85,12.90%,$47.86,$87.98,First Eagle Investment Management,1
≡,AMRC - Ameresco Inc. CL A,0.03,Reduce 20.23%,574673,$29.29,"$16,832,000",,$32.49,10.93%,$8.49,$44.93,First Eagle Investment Management,1
≡,ATEC - Alphatec Holdings Inc.,0.03,Reduce 3.15%,676137,$21.04,"$14,226,000",,$13.50,-35.84%,$8.81,$23.29,First Eagle Investment Management,1
≡,BZH - Beazer Homes USA,0.03,Add 0.79%,701437,$20.27,"$14,218,000",,$27.71,36.70%,$17.37,$28.11,First Eagle Investment Management,1
≡,CCS - Century Communities Inc.,0.03,Add 10.28%,240940,$59.35,"$14,299,000",,$73.43,23.72%,$49.97,$76.00,First Eagle Investment Management,1
≡,CMC - Commercial Metals,0.03,Add 3.07%,272349,$69.22,"$18,852,000",,$79.22,14.45%,$37.58,$84.87,First Eagle Investment Management,1
≡,DCO - Ducommun Inc.,0.03,Reduce 0.93%,181324,$95.13,"$17,249,000",,$125.19,31.60%,$51.76,$126.39,First Eagle Investment Management,1
≡,FORM - FormFactor Inc.,0.03,Reduce 10.61%,269222,$55.78,"$15,017,000",,$95.38,70.99%,$22.58,$100.01,First Eagle Investment Management,1
≡,GHM - Graham Corp.,0.03,Reduce 8.64%,280173,$64.23,"$17,996,000",,$82.08,27.79%,$24.78,$91.91,First Eagle Investment Management,1
≡,HD - Home Depot,0.03,Reduce 0.56%,48672,$344.10,"$16,748,000",,$383.04,11.32%,$320.39,$424.01,First Eagle Investment Management,1
≡,IBP - Installed Building Products,0.03,Reduce 0.49%,60988,$259.40,"$15,820,000",,$336.40,29.68%,$150.09,$349.00,First Eagle Investment Management,1
≡,KALU - Kaiser Aluminum Corp.,0.03,Reduce 4.13%,146915,$114.86,"$16,875,000",,$140.57,22.38%,$45.18,$150.00,First Eagle Investment Management,1
≡,LINC - Lincoln Educational Services Corp.,0.03,Add 0.52%,778630,$24.15,"$18,804,000",,$30.13,24.76%,$14.10,$30.21,First Eagle Investment Management,1
≡,LNC - Lincoln National,0.03,Reduce 0.00%,409936,$44.53,"$18,255,000",,$41.57,-6.65%,$26.27,$46.34,First Eagle Investment Management,1
≡,LPX - Louisiana-Pacific Corp.,0.03,Add 12.53%,195699,$80.76,"$15,805,000",,$88.86,10.03%,$73.42,$111.74,First Eagle Investment Management,1
≡,MAMA - Mama's Creations Inc,0.03,Reduce 4.50%,1277470,$13.49,"$17,233,000",,$14.98,11.05%,$5.50,$16.68,First Eagle Investment Management,1
≡,OIS - Oil States International Inc.,0.03,Reduce 0.90%,2581674,$6.77,"$17,478,000",,$9.30,37.37%,$3.08,$9.53,First Eagle Investment Management,1
≡,OTIS - Otis Worldwide Corp.,0.03,Add 13.18%,162639,$87.35,"$14,207,000",,$92.44,5.83%,$83.08,$104.89,First Eagle Investment Management,1
≡,OUT - Outfront Media Inc.,0.03,Reduce 7.19%,748535,$24.10,"$18,040,000",,$25.09,4.11%,$12.35,$27.04,First Eagle Investment Management,1
≡,SIMO - Silicon Motion Technol ADR,0.03,Add 2.01%,153519,$92.70,"$14,231,000",,$131.36,41.70%,$36.27,$144.68,First Eagle Investment Management,1
≡,THR - Thermon Group Holdings Inc.,0.03,Add 2.18%,400510,$37.16,"$14,883,000",,$51.08,37.46%,$23.05,$53.52,First Eagle Investment Management,1
≡,TTMI - TTM Technologies Inc.,0.03,Reduce 26.66%,264219,$69.00,"$18,231,000",,$90.91,31.75%,$15.77,$111.00,First Eagle Investment Management,1
≡,VSH - Vishay Intertechnology,0.03,Add 11.13%,1022488,$14.49,"$14,816,000",,$18.69,28.99%,$10.14,$22.00,First Eagle Investment Management,1
≡,WBS - Webster Financial Corp.,0.03,Add 9.91%,227302,$62.94,"$14,306,000",,$72.07,14.51%,$38.35,$73.87,First Eagle Investment Management,1
≡,ACA - Arcosa Inc.,0.02,Reduce 2.30%,125462,$106.32,"$13,339,000",,$125.14,17.70%,$67.96,$131.00,First Eagle Investment Management,1
≡,ACLS - Axcelis Technologies,0.02,Add 4.57%,136318,$80.34,"$10,952,000",,$98.50,22.60%,$40.40,$102.93,First Eagle Investment Management,1
≡,ADTN - ADTRAN Holdings Inc.,0.02,Add 2.15%,1235207,$8.69,"$10,734,000",,$10.15,16.80%,$6.93,$12.44,First Eagle Investment Management,1
≡,AORT - Artivion Inc.,0.02,Reduce 9.84%,306893,$45.61,"$13,997,000",,$36.50,-19.97%,$21.97,$48.25,First Eagle Investment Management,1
≡,ASTE - Astec Industries,0.02,Reduce 5.33%,282250,$43.32,"$12,227,000",,$58.77,35.66%,$29.38,$59.99,First Eagle Investment Management,1
≡,ASYS - Amtech Systems Inc.,0.02,Reduce 2.39%,734346,$12.55,"$9,216,000",,$11.52,-8.21%,$3.20,$18.59,First Eagle Investment Management,1
≡,ATRO - Astronics Corp.,0.02,Reduce 2.54%,230326,$54.24,"$12,493,000",,$76.97,41.91%,$18.54,$81.89,First Eagle Investment Management,1
≡,AX - Axos Financial Inc.,0.02,Add 1.82%,142287,$86.16,"$12,260,000",,$97.56,13.23%,$54.46,$101.92,First Eagle Investment Management,1
≡,AXGN - AxoGen Inc.,0.02,Reduce 5.62%,407593,$32.73,"$13,341,000",,$34.64,5.84%,$9.22,$36.00,First Eagle Investment Management,1
≡,BCC - Boise Cascade Company,0.02,Add 30.75%,140496,$73.60,"$10,341,000",,$86.07,16.94%,$64.95,$120.33,First Eagle Investment Management,1
≡,BDC - Belden Inc.,0.02,Reduce 4.38%,80037,$116.56,"$9,329,000",,$146.43,25.63%,$83.08,$159.99,First Eagle Investment Management,1
≡,BHE - Benchmark Electronics,0.02,Add 5.03%,250469,$42.76,"$10,710,000",,$58.06,35.78%,$30.34,$60.51,First Eagle Investment Management,1
≡,BKH - Black Hills,0.02,Add 2.43%,126670,$69.42,"$8,793,000",,$73.57,5.98%,$52.67,$75.15,First Eagle Investment Management,1
≡,CDNA - CareDx Inc.,0.02,Add 15.06%,546722,$18.84,"$10,301,000",,$19.44,3.18%,$10.96,$25.55,First Eagle Investment Management,1
≡,CENX - Century Aluminum Co.,0.02,Reduce 11.33%,301612,$39.18,"$11,817,000",,$48.89,24.78%,$13.05,$55.59,First Eagle Investment Management,1
≡,CHEF - Chefs' Warehouse,0.02,Add 0.25%,162873,$62.33,"$10,152,000",,$68.47,9.85%,$45.00,$69.75,First Eagle Investment Management,1
≡,CIEN - Ciena Corp.,0.02,Reduce 39.32%,40900,$233.86,"$9,565,000",,$302.33,29.28%,$49.21,$308.81,First Eagle Investment Management,1
≡,CUBI - Customers Bancorp Inc.,0.02,Add 37.62%,139293,$73.12,"$10,185,000",,$73.96,1.15%,$40.75,$82.56,First Eagle Investment Management,1
≡,DEO - Diageo ADR,0.02,Reduce 6.47%,124372,$86.27,"$10,729,000",,$96.45,11.80%,$84.52,$113.71,First Eagle Investment Management,1
≡,DORM - Dorman Products,0.02,Buy,73342,$123.19,"$9,035,000",,$129.26,4.93%,$106.95,$166.89,First Eagle Investment Management,1
≡,DY - Dycom Industries,0.02,Reduce 18.63%,37792,$337.90,"$12,770,000",,$422.43,25.02%,$131.37,$445.53,First Eagle Investment Management,1
≡,EXP - Eagle Materials Inc.,0.02,Buy,51334,$206.69,"$10,610,000",,$229.72,11.14%,$191.49,$257.67,First Eagle Investment Management,1
≡,EYE - National Vision Holdings Inc.,0.02,Reduce 23.02%,451552,$25.82,"$11,659,000",,$27.76,7.51%,$10.45,$30.02,First Eagle Investment Management,1
≡,FG - F&G Annuities & Life Inc.,0.02,Buy,366671,$30.85,"$11,312,000",,$28.55,-7.46%,$26.45,$46.54,First Eagle Investment Management,1
≡,FIP - Ftai Infrastructure Inc,0.02,Add 7.08%,2383921,$4.61,"$10,990,000",,$5.99,29.93%,$3.04,$7.84,First Eagle Investment Management,1
≡,FN - Fabrinet,0.02,Reduce 36.32%,28673,$455.27,"$13,054,000",,$496.78,9.12%,$148.55,$531.22,First Eagle Investment Management,1
≡,FOR - Forestar Group Inc.,0.02,Reduce 7.72%,495769,$24.63,"$12,211,000",,$30.03,21.92%,$18.00,$30.74,First Eagle Investment Management,1
≡,GLNG - Golar LNG Ltd.,0.02,Add 3.78%,293472,$37.21,"$10,920,000",,$44.17,18.70%,$29.03,$45.68,First Eagle Investment Management,1
≡,GSM - Ferroglobe Plc,0.02,Reduce 1.79%,2063272,$4.64,"$9,574,000",,$4.82,3.88%,$2.94,$5.72,First Eagle Investment Management,1
≡,HCSG - Healthcare Services Group,0.02,Add 0.16%,561035,$19.12,"$10,727,000",,$20.93,9.47%,$9.13,$22.98,First Eagle Investment Management,1
≡,HNGE - Hinge Health Inc A,0.02,Add 167.17%,221751,$46.45,"$10,300,000",,$39.19,-15.63%,$30.08,$62.18,First Eagle Investment Management,1
≡,HSTM - HealthStream Inc.,0.02,Add 1.05%,413698,$23.07,"$9,544,000",,$20.28,-12.09%,$19.50,$34.08,First Eagle Investment Management,1
≡,IDA - IDACORP Inc. Hldg. Co.,0.02,,91312,$126.56,"$11,556,000",,$143.12,13.08%,$105.98,$145.94,First Eagle Investment Management,1
≡,IIIN - Insteel Industries Inc.,0.02,Reduce 3.06%,389954,$31.67,"$12,350,000",,$37.31,17.81%,$21.72,$40.26,First Eagle Investment Management,1
≡,JBI - Janus International Group In,0.02,Add 21.12%,1374346,$6.54,"$8,988,000",,$7.05,7.80%,$5.73,$10.80,First Eagle Investment Management,1
≡,JBTM - JBT Marel Corp.,0.02,Reduce 0.62%,63623,$150.67,"$9,586,000",,$163.26,8.36%,$89.88,$170.19,First Eagle Investment Management,1
≡,KRE - SPDR S&P Regional Banking,0.02,Add 30.83%,159119,$64.81,"$10,313,000",,$71.53,10.37%,$46.16,$74.08,First Eagle Investment Management,1
≡,KTOS - Kratos Defense & Security Sol.,0.02,Reduce 21.76%,133063,$75.91,"$10,101,000",,$91.97,21.16%,$23.90,$134.00,First Eagle Investment Management,1
≡,LFST - Lifestance Health Group Inc,0.02,Add 13.33%,1496466,$7.04,"$10,535,000",,$7.04,0.00%,$3.74,$8.30,First Eagle Investment Management,1
≡,LPG - Dorian LPG Ltd,0.02,Add 0.13%,385825,$24.34,"$9,391,000",,$34.18,40.43%,$15.26,$34.38,First Eagle Investment Management,1
≡,LXU - LSB Industries Inc.,0.02,Reduce 17.03%,1310794,$8.50,"$11,142,000",,$9.68,13.88%,$4.88,$10.41,First Eagle Investment Management,1
≡,MATV - Mativ Holdings Inc.,0.02,Add 3.99%,1053792,$12.15,"$12,804,000",,$14.26,17.37%,$4.20,$15.48,First Eagle Investment Management,1
≡,MTG - MGIC Investment,0.02,Add 0.12%,412253,$29.22,"$12,046,000",,$26.85,-8.11%,$21.47,$29.80,First Eagle Investment Management,1
≡,MTW - Manitowoc Co.,0.02,Reduce 0.78%,828369,$11.99,"$9,933,000",,$14.53,21.18%,$7.06,$15.56,First Eagle Investment Management,1
≡,NGS - Natural Gas Services Group Inc.,0.02,Reduce 1.50%,295239,$33.65,"$9,935,000",,$37.25,10.70%,$16.55,$37.59,First Eagle Investment Management,1
≡,NMIH - NMI Holdings,0.02,Reduce 0.04%,273259,$40.79,"$11,146,000",,$40.03,-1.86%,$31.90,$43.20,First Eagle Investment Management,1
≡,NPO - EnPro Industries,0.02,Add 7.53%,64313,$214.12,"$13,771,000",,$269.38,25.81%,$132.90,$286.09,First Eagle Investment Management,1
≡,NVGS - Navigator Holdings Ltd.,0.02,Reduce 0.22%,695619,$17.32,"$12,048,000",,$19.37,11.84%,$10.44,$19.44,First Eagle Investment Management,1
≡,ONB - Old National Bancorp,0.02,Add 6.07%,611798,$22.31,"$13,650,000",,$24.88,11.52%,$16.51,$26.17,First Eagle Investment Management,1
≡,ORI - Old Republic International,0.02,Reduce 0.14%,280662,$45.64,"$12,809,000",,$42.56,-6.75%,$31.85,$44.26,First Eagle Investment Management,1
≡,PKOH - Park Ohio Holdings Corp.,0.02,Add 5.20%,435605,$20.94,"$9,122,000",,$28.03,33.86%,$15.35,$28.50,First Eagle Investment Management,1
≡,PNTG - Pennant Group Inc.,0.02,Add 1.30%,447949,$28.15,"$12,610,000",,$31.85,13.14%,$21.18,$32.44,First Eagle Investment Management,1
≡,PWP - Perella Weinberg Partners,0.02,Add 24.81%,583848,$17.30,"$10,101,000",,$20.79,20.17%,$13.93,$25.84,First Eagle Investment Management,1
≡,RDN - Radian Group,0.02,Reduce 0.12%,255688,$35.99,"$9,202,000",,$32.73,-9.06%,$28.68,$38.56,First Eagle Investment Management,1
≡,RELY - Remitly Global Inc,0.02,Buy,641454,$13.80,"$8,852,000",,$13.08,-5.22%,$12.08,$27.32,First Eagle Investment Management,1
≡,ROG - Rogers Corp.,0.02,Add 69.54%,118329,$91.58,"$10,836,000",,$103.13,12.61%,$51.43,$112.81,First Eagle Investment Management,1
≡,SBCF - Seacoast Banking Corp. of Florida,0.02,Add 1.19%,417900,$31.42,"$13,130,000",,$33.63,7.03%,$20.96,$35.55,First Eagle Investment Management,1
≡,SIBN - SI-BONE Inc.,0.02,Add 10.99%,537461,$19.72,"$10,598,000",,$15.25,-22.67%,$12.50,$21.89,First Eagle Investment Management,1
≡,SKY - Skyline Champion Corp.,0.02,Add 10.13%,122824,$84.50,"$10,379,000",,$97.05,14.85%,$59.44,$106.85,First Eagle Investment Management,1
≡,SPB - Spectrum Brands Holdings Inc.,0.02,Add 9.59%,206772,$59.08,"$12,216,000",,$77.36,30.94%,$49.27,$77.90,First Eagle Investment Management,1
≡,SRTA - Strata Critical Medical Inc.,0.02,Add 18.75%,2129550,$4.81,"$10,243,000",,$4.47,-7.07%,$2.35,$6.02,First Eagle Investment Management,1
≡,STC - Stewart Information Services,0.02,Add 5.88%,121779,$70.27,"$8,557,000",,$69.20,-1.52%,$55.59,$78.05,First Eagle Investment Management,1
≡,STNG - Scorpio Tankers Inc.,0.02,,214068,$50.83,"$10,881,000",,$70.02,37.75%,$29.85,$71.48,First Eagle Investment Management,1
≡,TFX - Teleflex,0.02,Add 163.44%,84300,$122.04,"$10,288,000",,$105.86,-13.26%,$100.18,$178.59,First Eagle Investment Management,1
≡,TITN - Titan Machinery Inc.,0.02,Reduce 0.13%,748563,$15.04,"$11,258,000",,$19.16,27.39%,$12.50,$23.41,First Eagle Investment Management,1
≡,TMHC - Taylor Morrison Home Corp.,0.02,Add 0.35%,232134,$58.87,"$13,666,000",,$68.09,15.66%,$51.90,$72.50,First Eagle Investment Management,1
≡,TRN - Trinity Industries,0.02,Reduce 0.13%,396147,$26.44,"$10,474,000",,$34.74,31.39%,$21.89,$35.62,First Eagle Investment Management,1
≡,TRS - TriMas Corp.,0.02,Reduce 0.57%,294706,$35.45,"$10,447,000",,$36.58,3.19%,$19.22,$40.29,First Eagle Investment Management,1
≡,UCTT - Ultra Clean Holdings Inc.,0.02,Add 1.99%,410569,$25.33,"$10,400,000",,$55.60,119.50%,$16.66,$58.70,First Eagle Investment Management,1
≡,UMH - UMH Properties Inc.,0.02,Add 6.86%,716419,$15.91,"$11,398,000",,$16.09,1.13%,$13.55,$18.09,First Eagle Investment Management,1
≡,UNH - United Health Group Inc.,0.02,Reduce 0.56%,39068,$330.12,"$12,897,000",,$289.09,-12.43%,$231.57,$594.32,First Eagle Investment Management,1
≡,UTI - Universal Technical Institute,0.02,Add 2.23%,447231,$26.13,"$11,687,000",,$31.06,18.87%,$21.29,$36.32,First Eagle Investment Management,1
≡,UTZ - Utz Brands Inc.,0.02,Add 22.15%,886250,$10.38,"$9,199,000",,$9.00,-13.29%,$8.72,$14.51,First Eagle Investment Management,1
≡,VECO - Veeco Instruments,0.02,Reduce 2.09%,469408,$28.58,"$13,416,000",,$34.35,20.19%,$16.92,$35.77,First Eagle Investment Management,1
≡,VIAV - Viavi Solutions Inc.,0.02,Reduce 6.22%,723800,$17.82,"$12,898,000",,$26.30,47.59%,$8.10,$28.15,First Eagle Investment Management,1
≡,VITL - Vital Signs,0.02,Add 17.40%,330179,$31.94,"$10,546,000",,$28.24,-11.58%,$25.51,$53.13,First Eagle Investment Management,1
≡,VLY - Valley National Bancorp,0.02,Reduce 0.32%,883000,$11.68,"$10,313,000",,$13.42,14.90%,$7.25,$13.87,First Eagle Investment Management,1
≡,VPG - Vishay Precision Group,0.02,Reduce 2.22%,241692,$38.50,"$9,305,000",,$45.41,17.95%,$18.57,$56.25,First Eagle Investment Management,1
≡,WCC - WESCO International Inc.,0.02,Reduce 12.27%,57208,$244.63,"$13,995,000",,$300.92,23.01%,$124.42,$319.68,First Eagle Investment Management,1
≡,WSR - Whitestone REIT,0.02,Reduce 0.10%,713049,$13.89,"$9,904,000",,$15.23,9.65%,$11.35,$15.32,First Eagle Investment Management,1
